"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2834","Verify Subscription in home page","chromium","2026-09-08","passed","2026-09-08","Home","features/home/home.feature.spec.js","",""
"","3552","Register user","chromium","2026-09-08","passed","2026-09-08","Register","features/register/register.feature.spec.js","",""
"","22237","Download Invoice after purchase order","chromium","2026-09-08","passed","2026-09-08","Checkout","features/checkout/checkout.feature.spec.js","",""
"","5050","Remove Products From Cart","chromium","2026-09-08","passed","2026-09-08","Products","features/products/products.feature.spec.js","",""
"","20871","Place Order: Register while Checkout","chromium","2026-09-08","passed","2026-09-08","Checkout","features/checkout/checkout.feature.spec.js","",""
"","9174","Logout User","chromium","2026-09-08","passed","2026-09-08","Login","features/login/login.feature.spec.js","",""
"","4248","Submit contact us form successfully","chromium","2026-09-08","passed","2026-09-08","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","3673","Login User with incorrect email and password","chromium","2026-09-08","passed","2026-09-08","Login","features/login/login.feature.spec.js","",""
"","15265","Search Products and Verify Cart After Login","chromium","2026-09-08","passed","2026-09-08","Products","features/products/products.feature.spec.js","",""
"","5521","View Category Products","chromium","2026-09-08","passed","2026-09-08","Category","features/category/category.feature.spec.js","",""
"","4256","Verify all products and product detail page","chromium","2026-09-08","passed","2026-09-08","Products","features/products/products.feature.spec.js","",""
"","3716","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-09-08","passed","2026-09-08","Home","features/home/home.feature.spec.js","",""
"","3703","Verify Subscription in Cart page","chromium","2026-09-08","passed","2026-09-08","Home","features/home/home.feature.spec.js","",""
"","13753","Login User with correct email and password","chromium","2026-09-08","passed","2026-09-08","Login","features/login/login.feature.spec.js","",""
"","8281","Register user with existing email","chromium","2026-09-08","passed","2026-09-08","Register","features/register/register.feature.spec.js","",""
"","24448","Place Order: Register before Checkout","chromium","2026-09-08","passed","2026-09-08","Checkout","features/checkout/checkout.feature.spec.js","",""
"","1342","Navigate to test cases page successfully","chromium","2026-09-08","passed","2026-09-08","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","10287","Add to cart from Recommended items","chromium","2026-09-08","passed","2026-09-08","Home","features/home/home.feature.spec.js","",""
"","5583","Add Products in Cart","chromium","2026-09-08","passed","2026-09-08","Products","features/products/products.feature.spec.js","",""
"","3864","Add review on product","chromium","2026-09-08","passed","2026-09-08","Products","features/products/products.feature.spec.js","",""
"","9272","Verify Product quantity in Cart","chromium","2026-09-08","passed","2026-09-08","Products","features/products/products.feature.spec.js","",""
"","3411","Search Product","chromium","2026-09-08","passed","2026-09-08","Products","features/products/products.feature.spec.js","",""
"","6246","View & Cart Brand Products","chromium","2026-09-08","passed","2026-09-08","Brand Products","features/brand/brand.feature.spec.js","",""
"","28469","Place Order: Login before Checkout","chromium","2026-09-08","passed","2026-09-08","Checkout","features/checkout/checkout.feature.spec.js","",""
"","18072","Verify address details in checkout page","chromium","2026-09-08","passed","2026-09-08","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2910","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-09-08","passed","2026-09-08","Home","features/home/home.feature.spec.js","",""
