"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2625","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-09-11","passed","2026-09-11","Home","features/home/home.feature.spec.js","",""
"","4346","Search Product","chromium","2026-09-11","passed","2026-09-11","Products","features/products/products.feature.spec.js","",""
"","4041","Verify all products and product detail page","chromium","2026-09-11","passed","2026-09-11","Products","features/products/products.feature.spec.js","",""
"","8633","Navigate to test cases page successfully","chromium","2026-09-11","passed","2026-09-11","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","23413","Place Order: Register before Checkout","chromium","2026-09-11","passed","2026-09-11","Checkout","features/checkout/checkout.feature.spec.js","",""
"","22059","Verify address details in checkout page","chromium","2026-09-11","passed","2026-09-11","Checkout","features/checkout/checkout.feature.spec.js","",""
"","24057","Search Products and Verify Cart After Login","chromium","2026-09-11","passed","2026-09-11","Products","features/products/products.feature.spec.js","",""
"","8494","View & Cart Brand Products","chromium","2026-09-11","passed","2026-09-11","Brand Products","features/brand/brand.feature.spec.js","",""
"","5073","Remove Products From Cart","chromium","2026-09-11","passed","2026-09-11","Products","features/products/products.feature.spec.js","",""
"","25692","Place Order: Login before Checkout","chromium","2026-09-11","passed","2026-09-11","Checkout","features/checkout/checkout.feature.spec.js","",""
"","10617","Verify Product quantity in Cart","chromium","2026-09-11","passed","2026-09-11","Products","features/products/products.feature.spec.js","",""
"","3518","Verify Subscription in Cart page","chromium","2026-09-11","passed","2026-09-11","Home","features/home/home.feature.spec.js","",""
"","8940","Add Products in Cart","chromium","2026-09-11","passed","2026-09-11","Products","features/products/products.feature.spec.js","",""
"","9445","Logout User","chromium","2026-09-11","passed","2026-09-11","Login","features/login/login.feature.spec.js","",""
"","20464","Place Order: Register while Checkout","chromium","2026-09-11","passed","2026-09-11","Checkout","features/checkout/checkout.feature.spec.js","",""
"","15234","Add to cart from Recommended items","chromium","2026-09-11","passed","2026-09-11","Home","features/home/home.feature.spec.js","",""
"","8664","Login User with incorrect email and password","chromium","2026-09-11","passed","2026-09-11","Login","features/login/login.feature.spec.js","",""
"","4399","Submit contact us form successfully","chromium","2026-09-11","passed","2026-09-11","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","5488","Add review on product","chromium","2026-09-11","passed","2026-09-11","Products","features/products/products.feature.spec.js","",""
"","8577","Register user","chromium","2026-09-11","passed","2026-09-11","Register","features/register/register.feature.spec.js","",""
"","9777","Register user with existing email","chromium","2026-09-11","passed","2026-09-11","Register","features/register/register.feature.spec.js","",""
"","13845","Login User with correct email and password","chromium","2026-09-11","passed","2026-09-11","Login","features/login/login.feature.spec.js","",""
"","2470","Verify Subscription in home page","chromium","2026-09-11","passed","2026-09-11","Home","features/home/home.feature.spec.js","",""
"","24928","Download Invoice after purchase order","chromium","2026-09-11","passed","2026-09-11","Checkout","features/checkout/checkout.feature.spec.js","",""
"","5442","View Category Products","chromium","2026-09-11","passed","2026-09-11","Category","features/category/category.feature.spec.js","",""
"","3056","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-09-11","passed","2026-09-11","Home","features/home/home.feature.spec.js","",""
