"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6081","Search Product","chromium","2026-08-31","passed","2026-08-31","Products","features/products/products.feature.spec.js","",""
"","7300","Submit contact us form successfully","chromium","2026-08-31","passed","2026-08-31","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","27097","Search Products and Verify Cart After Login","chromium","2026-08-31","passed","2026-08-31","Products","features/products/products.feature.spec.js","",""
"","4550","Verify Product quantity in Cart","chromium","2026-08-31","passed","2026-08-31","Products","features/products/products.feature.spec.js","",""
"","7278","Add Products in Cart","chromium","2026-08-31","passed","2026-08-31","Products","features/products/products.feature.spec.js","",""
"","4775","Register user with existing email","chromium","2026-08-31","passed","2026-08-31","Register","features/register/register.feature.spec.js","",""
"","17569","Login User with correct email and password","chromium","2026-08-31","passed","2026-08-31","Login","features/login/login.feature.spec.js","",""
"","3375","Navigate to test cases page successfully","chromium","2026-08-31","passed","2026-08-31","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","4975","Add review on product","chromium","2026-08-31","passed","2026-08-31","Products","features/products/products.feature.spec.js","",""
"","31475","Download Invoice after purchase order","chromium","2026-08-31","passed","2026-08-31","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3879","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-08-31","passed","2026-08-31","Home","features/home/home.feature.spec.js","",""
"","27565","Place Order: Register before Checkout","chromium","2026-08-31","passed","2026-08-31","Checkout","features/checkout/checkout.feature.spec.js","",""
"","9349","Login User with incorrect email and password","chromium","2026-08-31","passed","2026-08-31","Login","features/login/login.feature.spec.js","",""
"","7077","View & Cart Brand Products","chromium","2026-08-31","passed","2026-08-31","Brand Products","features/brand/brand.feature.spec.js","",""
"","14333","Logout User","chromium","2026-08-31","passed","2026-08-31","Login","features/login/login.feature.spec.js","",""
"","5521","View Category Products","chromium","2026-08-31","passed","2026-08-31","Category","features/category/category.feature.spec.js","",""
"","6065","Verify all products and product detail page","chromium","2026-08-31","passed","2026-08-31","Products","features/products/products.feature.spec.js","",""
"","18044","Verify address details in checkout page","chromium","2026-08-31","passed","2026-08-31","Checkout","features/checkout/checkout.feature.spec.js","",""
"","8797","Register user","chromium","2026-08-31","passed","2026-08-31","Register","features/register/register.feature.spec.js","",""
"","4369","Verify Subscription in Cart page","chromium","2026-08-31","passed","2026-08-31","Home","features/home/home.feature.spec.js","",""
"","26726","Place Order: Register while Checkout","chromium","2026-08-31","passed","2026-08-31","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3032","Verify Subscription in home page","chromium","2026-08-31","passed","2026-08-31","Home","features/home/home.feature.spec.js","",""
"","3153","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-08-31","passed","2026-08-31","Home","features/home/home.feature.spec.js","",""
"","10821","Add to cart from Recommended items","chromium","2026-08-31","passed","2026-08-31","Home","features/home/home.feature.spec.js","",""
"","35012","Place Order: Login before Checkout","chromium","2026-08-31","passed","2026-08-31","Checkout","features/checkout/checkout.feature.spec.js","",""
"","7227","Remove Products From Cart","chromium","2026-08-31","passed","2026-08-31","Products","features/products/products.feature.spec.js","",""
