"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7644","Register user with existing email","chromium","2026-09-20","passed","2026-09-20","Register","features/register/register.feature.spec.js","",""
"","6699","Search Products and Verify Cart After Login","chromium","2026-09-20","passed","2026-09-20","Products","features/products/products.feature.spec.js","",""
"","17795","Place Order: Login before Checkout","chromium","2026-09-20","passed","2026-09-20","Checkout","features/checkout/checkout.feature.spec.js","",""
"","1763","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-09-20","passed","2026-09-20","Home","features/home/home.feature.spec.js","",""
"","7933","Verify Product quantity in Cart","chromium","2026-09-20","passed","2026-09-20","Products","features/products/products.feature.spec.js","",""
"","3138","Login User with correct email and password","chromium","2026-09-20","passed","2026-09-20","Login","features/login/login.feature.spec.js","",""
"","4868","Add Products in Cart","chromium","2026-09-20","passed","2026-09-20","Products","features/products/products.feature.spec.js","",""
"","1419","Verify Subscription in home page","chromium","2026-09-20","passed","2026-09-20","Home","features/home/home.feature.spec.js","",""
"","14848","Download Invoice after purchase order","chromium","2026-09-20","passed","2026-09-20","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3016","Remove Products From Cart","chromium","2026-09-20","passed","2026-09-20","Products","features/products/products.feature.spec.js","",""
"","4737","View & Cart Brand Products","chromium","2026-09-20","passed","2026-09-20","Brand Products","features/brand/brand.feature.spec.js","",""
"","3116","Logout User","chromium","2026-09-20","passed","2026-09-20","Login","features/login/login.feature.spec.js","",""
"","17028","Place Order: Register before Checkout","chromium","2026-09-20","passed","2026-09-20","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3222","Submit contact us form successfully","chromium","2026-09-20","passed","2026-09-20","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","4116","View Category Products","chromium","2026-09-20","passed","2026-09-20","Category","features/category/category.feature.spec.js","",""
"","1968","Verify Subscription in Cart page","chromium","2026-09-20","passed","2026-09-20","Home","features/home/home.feature.spec.js","",""
"","6965","Login User with incorrect email and password","chromium","2026-09-20","passed","2026-09-20","Login","features/login/login.feature.spec.js","",""
"","2113","Search Product","chromium","2026-09-20","passed","2026-09-20","Products","features/products/products.feature.spec.js","",""
"","7817","Add to cart from Recommended items","chromium","2026-09-20","passed","2026-09-20","Home","features/home/home.feature.spec.js","",""
"","13722","Verify address details in checkout page","chromium","2026-09-20","passed","2026-09-20","Checkout","features/checkout/checkout.feature.spec.js","",""
"","1838","Verify all products and product detail page","chromium","2026-09-20","passed","2026-09-20","Products","features/products/products.feature.spec.js","",""
"","2095","Add review on product","chromium","2026-09-20","passed","2026-09-20","Products","features/products/products.feature.spec.js","",""
"","4050","Register user","chromium","2026-09-20","passed","2026-09-20","Register","features/register/register.feature.spec.js","",""
"","2049","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-09-20","passed","2026-09-20","Home","features/home/home.feature.spec.js","",""
"","1315","Navigate to test cases page successfully","chromium","2026-09-20","passed","2026-09-20","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","13815","Place Order: Register while Checkout","chromium","2026-09-20","passed","2026-09-20","Checkout","features/checkout/checkout.feature.spec.js","",""
