"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3776","Verify Product quantity in Cart","chromium","2026-09-05","passed","2026-09-05","Products","features/products/products.feature.spec.js","",""
"","6383","Add Products in Cart","chromium","2026-09-05","passed","2026-09-05","Products","features/products/products.feature.spec.js","",""
"","1635","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-09-05","passed","2026-09-05","Home","features/home/home.feature.spec.js","",""
"","3437","Search Product","chromium","2026-09-05","passed","2026-09-05","Products","features/products/products.feature.spec.js","",""
"","18456","Place Order: Register before Checkout","chromium","2026-09-05","passed","2026-09-05","Checkout","features/checkout/checkout.feature.spec.js","",""
"","21594","Place Order: Login before Checkout","chromium","2026-09-05","passed","2026-09-05","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2481","Navigate to test cases page successfully","chromium","2026-09-05","passed","2026-09-05","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","7710","Login User with incorrect email and password","chromium","2026-09-05","passed","2026-09-05","Login","features/login/login.feature.spec.js","",""
"","4164","Add review on product","chromium","2026-09-05","passed","2026-09-05","Products","features/products/products.feature.spec.js","",""
"","4793","View Category Products","chromium","2026-09-05","passed","2026-09-05","Category","features/category/category.feature.spec.js","",""
"","3118","Register user with existing email","chromium","2026-09-05","passed","2026-09-05","Register","features/register/register.feature.spec.js","",""
"","10644","Search Products and Verify Cart After Login","chromium","2026-09-05","passed","2026-09-05","Products","features/products/products.feature.spec.js","",""
"","15473","Verify address details in checkout page","chromium","2026-09-05","passed","2026-09-05","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2743","Verify all products and product detail page","chromium","2026-09-05","passed","2026-09-05","Products","features/products/products.feature.spec.js","",""
"","5392","View & Cart Brand Products","chromium","2026-09-05","passed","2026-09-05","Brand Products","features/brand/brand.feature.spec.js","",""
"","16391","Place Order: Register while Checkout","chromium","2026-09-05","passed","2026-09-05","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3269","Verify Subscription in Cart page","chromium","2026-09-05","passed","2026-09-05","Home","features/home/home.feature.spec.js","",""
"","4323","Login User with correct email and password","chromium","2026-09-05","passed","2026-09-05","Login","features/login/login.feature.spec.js","",""
"","9426","Add to cart from Recommended items","chromium","2026-09-05","passed","2026-09-05","Home","features/home/home.feature.spec.js","",""
"","3855","Submit contact us form successfully","chromium","2026-09-05","passed","2026-09-05","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","5546","Register user","chromium","2026-09-05","passed","2026-09-05","Register","features/register/register.feature.spec.js","",""
"","5693","Logout User","chromium","2026-09-05","passed","2026-09-05","Login","features/login/login.feature.spec.js","",""
"","17455","Download Invoice after purchase order","chromium","2026-09-05","passed","2026-09-05","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3036","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-09-05","passed","2026-09-05","Home","features/home/home.feature.spec.js","",""
"","4024","Remove Products From Cart","chromium","2026-09-05","passed","2026-09-05","Products","features/products/products.feature.spec.js","",""
"","1988","Verify Subscription in home page","chromium","2026-09-05","passed","2026-09-05","Home","features/home/home.feature.spec.js","",""
