"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3398","Verify Subscription in Cart page","chromium","2026-09-24","passed","2026-09-24","Home","features/home/home.feature.spec.js","",""
"","9551","Add to cart from Recommended items","chromium","2026-09-24","passed","2026-09-24","Home","features/home/home.feature.spec.js","",""
"","13822","Logout User","chromium","2026-09-24","passed","2026-09-24","Login","features/login/login.feature.spec.js","",""
"","13558","Search Products and Verify Cart After Login","chromium","2026-09-24","passed","2026-09-24","Products","features/products/products.feature.spec.js","",""
"","18208","Download Invoice after purchase order","chromium","2026-09-24","passed","2026-09-24","Checkout","features/checkout/checkout.feature.spec.js","",""
"","20576","Place Order: Register while Checkout","chromium","2026-09-24","passed","2026-09-24","Checkout","features/checkout/checkout.feature.spec.js","",""
"","7081","Remove Products From Cart","chromium","2026-09-24","passed","2026-09-24","Products","features/products/products.feature.spec.js","",""
"","2835","Navigate to test cases page successfully","chromium","2026-09-24","passed","2026-09-24","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","5517","Verify Product quantity in Cart","chromium","2026-09-24","passed","2026-09-24","Products","features/products/products.feature.spec.js","",""
"","7077","Login User with correct email and password","chromium","2026-09-24","passed","2026-09-24","Login","features/login/login.feature.spec.js","",""
"","1996","Verify Subscription in home page","chromium","2026-09-24","passed","2026-09-24","Home","features/home/home.feature.spec.js","",""
"","3117","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-09-24","passed","2026-09-24","Home","features/home/home.feature.spec.js","",""
"","3937","Submit contact us form successfully","chromium","2026-09-24","passed","2026-09-24","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","4536","Add review on product","chromium","2026-09-24","passed","2026-09-24","Products","features/products/products.feature.spec.js","",""
"","6792","Verify all products and product detail page","chromium","2026-09-24","passed","2026-09-24","Products","features/products/products.feature.spec.js","",""
"","6650","View & Cart Brand Products","chromium","2026-09-24","passed","2026-09-24","Brand Products","features/brand/brand.feature.spec.js","",""
"","10501","View Category Products","chromium","2026-09-24","passed","2026-09-24","Category","features/category/category.feature.spec.js","",""
"","3566","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-09-24","passed","2026-09-24","Home","features/home/home.feature.spec.js","",""
"","6625","Register user","chromium","2026-09-24","passed","2026-09-24","Register","features/register/register.feature.spec.js","",""
"","8386","Login User with incorrect email and password","chromium","2026-09-24","passed","2026-09-24","Login","features/login/login.feature.spec.js","",""
"","3364","Search Product","chromium","2026-09-24","passed","2026-09-24","Products","features/products/products.feature.spec.js","",""
"","20184","Place Order: Register before Checkout","chromium","2026-09-24","passed","2026-09-24","Checkout","features/checkout/checkout.feature.spec.js","",""
"","6175","Add Products in Cart","chromium","2026-09-24","passed","2026-09-24","Products","features/products/products.feature.spec.js","",""
"","23892","Place Order: Login before Checkout","chromium","2026-09-24","passed","2026-09-24","Checkout","features/checkout/checkout.feature.spec.js","",""
"","8798","Register user with existing email","chromium","2026-09-24","passed","2026-09-24","Register","features/register/register.feature.spec.js","",""
"","14919","Verify address details in checkout page","chromium","2026-09-24","passed","2026-09-24","Checkout","features/checkout/checkout.feature.spec.js","",""
