"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10862","Register user with existing email","chromium","2026-09-26","passed","2026-09-26","Register","features/register/register.feature.spec.js","",""
"","2667","Submit contact us form successfully","chromium","2026-09-26","passed","2026-09-26","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","9518","Verify Subscription in Cart page","chromium","2026-09-26","passed","2026-09-26","Home","features/home/home.feature.spec.js","",""
"","11986","Add to cart from Recommended items","chromium","2026-09-26","passed","2026-09-26","Home","features/home/home.feature.spec.js","",""
"","11524","Logout User","chromium","2026-09-26","passed","2026-09-26","Login","features/login/login.feature.spec.js","",""
"","13349","Place Order: Register before Checkout","chromium","2026-09-26","passed","2026-09-26","Checkout","features/checkout/checkout.feature.spec.js","",""
"","10857","Add review on product","chromium","2026-09-26","passed","2026-09-26","Products","features/products/products.feature.spec.js","",""
"","13770","Login User with correct email and password","chromium","2026-09-26","passed","2026-09-26","Login","features/login/login.feature.spec.js","",""
"","4699","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-09-26","passed","2026-09-26","Home","features/home/home.feature.spec.js","",""
"","11738","Register user","chromium","2026-09-26","passed","2026-09-26","Register","features/register/register.feature.spec.js","",""
"","14028","Place Order: Register while Checkout","chromium","2026-09-26","passed","2026-09-26","Checkout","features/checkout/checkout.feature.spec.js","",""
"","15789","Place Order: Login before Checkout","chromium","2026-09-26","passed","2026-09-26","Checkout","features/checkout/checkout.feature.spec.js","",""
"","19047","Verify Subscription in home page","chromium","2026-09-26","passed","2026-09-26","Home","features/home/home.feature.spec.js","",""
"","2096","Verify all products and product detail page","chromium","2026-09-26","passed","2026-09-26","Products","features/products/products.feature.spec.js","",""
"","12944","Verify address details in checkout page","chromium","2026-09-26","passed","2026-09-26","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3978","View & Cart Brand Products","chromium","2026-09-26","passed","2026-09-26","Brand Products","features/brand/brand.feature.spec.js","",""
"","2885","Remove Products From Cart","chromium","2026-09-26","passed","2026-09-26","Products","features/products/products.feature.spec.js","",""
"","20104","View Category Products","chromium","2026-09-26","passed","2026-09-26","Category","features/category/category.feature.spec.js","",""
"","13435","Download Invoice after purchase order","chromium","2026-09-26","passed","2026-09-26","Checkout","features/checkout/checkout.feature.spec.js","",""
"","6672","Login User with incorrect email and password","chromium","2026-09-26","passed","2026-09-26","Login","features/login/login.feature.spec.js","",""
"","7710","Search Product","chromium","2026-09-26","passed","2026-09-26","Products","features/products/products.feature.spec.js","",""
"","12877","Add Products in Cart","chromium","2026-09-26","passed","2026-09-26","Products","features/products/products.feature.spec.js","",""
"","2277","Verify Product quantity in Cart","chromium","2026-09-26","passed","2026-09-26","Products","features/products/products.feature.spec.js","",""
"","13309","Search Products and Verify Cart After Login","chromium","2026-09-26","passed","2026-09-26","Products","features/products/products.feature.spec.js","",""
"","16699","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-09-26","passed","2026-09-26","Home","features/home/home.feature.spec.js","",""
"","6419","Navigate to test cases page successfully","chromium","2026-09-26","passed","2026-09-26","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
