"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5451","Verify Product quantity in Cart","chromium","2026-09-01","passed","2026-09-01","Products","features/products/products.feature.spec.js","",""
"","7750","Register user","chromium","2026-09-01","passed","2026-09-01","Register","features/register/register.feature.spec.js","",""
"","4293","Add review on product","chromium","2026-09-01","passed","2026-09-01","Products","features/products/products.feature.spec.js","",""
"","8164","Logout User","chromium","2026-09-01","passed","2026-09-01","Login","features/login/login.feature.spec.js","",""
"","2713","Verify Subscription in Cart page","chromium","2026-09-01","passed","2026-09-01","Home","features/home/home.feature.spec.js","",""
"","4431","Verify all products and product detail page","chromium","2026-09-01","passed","2026-09-01","Products","features/products/products.feature.spec.js","",""
"","5806","View Category Products","chromium","2026-09-01","passed","2026-09-01","Category","features/category/category.feature.spec.js","",""
"","21557","Place Order: Register while Checkout","chromium","2026-09-01","passed","2026-09-01","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2861","Verify Subscription in home page","chromium","2026-09-01","passed","2026-09-01","Home","features/home/home.feature.spec.js","",""
"","8141","Add to cart from Recommended items","chromium","2026-09-01","passed","2026-09-01","Home","features/home/home.feature.spec.js","",""
"","3901","Register user with existing email","chromium","2026-09-01","passed","2026-09-01","Register","features/register/register.feature.spec.js","",""
"","5963","View & Cart Brand Products","chromium","2026-09-01","passed","2026-09-01","Brand Products","features/brand/brand.feature.spec.js","",""
"","16083","Search Products and Verify Cart After Login","chromium","2026-09-01","passed","2026-09-01","Products","features/products/products.feature.spec.js","",""
"","7655","Add Products in Cart","chromium","2026-09-01","passed","2026-09-01","Products","features/products/products.feature.spec.js","",""
"","8513","Login User with incorrect email and password","chromium","2026-09-01","passed","2026-09-01","Login","features/login/login.feature.spec.js","",""
"","7593","Login User with correct email and password","chromium","2026-09-01","passed","2026-09-01","Login","features/login/login.feature.spec.js","",""
"","3524","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-09-01","passed","2026-09-01","Home","features/home/home.feature.spec.js","",""
"","3095","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-09-01","passed","2026-09-01","Home","features/home/home.feature.spec.js","",""
"","18868","Verify address details in checkout page","chromium","2026-09-01","passed","2026-09-01","Checkout","features/checkout/checkout.feature.spec.js","",""
"","23162","Place Order: Register before Checkout","chromium","2026-09-01","passed","2026-09-01","Checkout","features/checkout/checkout.feature.spec.js","",""
"","5967","Remove Products From Cart","chromium","2026-09-01","passed","2026-09-01","Products","features/products/products.feature.spec.js","",""
"","5303","Submit contact us form successfully","chromium","2026-09-01","passed","2026-09-01","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","2267","Navigate to test cases page successfully","chromium","2026-09-01","passed","2026-09-01","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","22040","Download Invoice after purchase order","chromium","2026-09-01","passed","2026-09-01","Checkout","features/checkout/checkout.feature.spec.js","",""
"","27473","Place Order: Login before Checkout","chromium","2026-09-01","passed","2026-09-01","Checkout","features/checkout/checkout.feature.spec.js","",""
"","4626","Search Product","chromium","2026-09-01","passed","2026-09-01","Products","features/products/products.feature.spec.js","",""
