"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9187","Login User with correct email and password","chromium","2026-09-06","passed","2026-09-06","Login","features/login/login.feature.spec.js","",""
"","4922","Add Products in Cart","chromium","2026-09-06","passed","2026-09-06","Products","features/products/products.feature.spec.js","",""
"","13650","Search Products and Verify Cart After Login","chromium","2026-09-06","passed","2026-09-06","Products","features/products/products.feature.spec.js","",""
"","8007","Logout User","chromium","2026-09-06","passed","2026-09-06","Login","features/login/login.feature.spec.js","",""
"","4961","View Category Products","chromium","2026-09-06","passed","2026-09-06","Category","features/category/category.feature.spec.js","",""
"","3544","Submit contact us form successfully","chromium","2026-09-06","passed","2026-09-06","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","1884","Verify Subscription in home page","chromium","2026-09-06","passed","2026-09-06","Home","features/home/home.feature.spec.js","",""
"","1747","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","2026-09-06","passed","2026-09-06","Home","features/home/home.feature.spec.js","",""
"","6472","Navigate to test cases page successfully","chromium","2026-09-06","passed","2026-09-06","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","8134","Add to cart from Recommended items","chromium","2026-09-06","passed","2026-09-06","Home","features/home/home.feature.spec.js","",""
"","3022","Remove Products From Cart","chromium","2026-09-06","passed","2026-09-06","Products","features/products/products.feature.spec.js","",""
"","2593","Verify Product quantity in Cart","chromium","2026-09-06","passed","2026-09-06","Products","features/products/products.feature.spec.js","",""
"","1851","Verify all products and product detail page","chromium","2026-09-06","passed","2026-09-06","Products","features/products/products.feature.spec.js","",""
"","7183","Login User with incorrect email and password","chromium","2026-09-06","passed","2026-09-06","Login","features/login/login.feature.spec.js","",""
"","4929","View & Cart Brand Products","chromium","2026-09-06","passed","2026-09-06","Brand Products","features/brand/brand.feature.spec.js","",""
"","20019","Place Order: Login before Checkout","chromium","2026-09-06","passed","2026-09-06","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2678","Search Product","chromium","2026-09-06","passed","2026-09-06","Products","features/products/products.feature.spec.js","",""
"","5091","Register user","chromium","2026-09-06","passed","2026-09-06","Register","features/register/register.feature.spec.js","",""
"","16717","Download Invoice after purchase order","chromium","2026-09-06","passed","2026-09-06","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3267","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","2026-09-06","passed","2026-09-06","Home","features/home/home.feature.spec.js","",""
"","18908","Place Order: Register before Checkout","chromium","2026-09-06","passed","2026-09-06","Checkout","features/checkout/checkout.feature.spec.js","",""
"","16016","Place Order: Register while Checkout","chromium","2026-09-06","passed","2026-09-06","Checkout","features/checkout/checkout.feature.spec.js","",""
"","13931","Verify address details in checkout page","chromium","2026-09-06","passed","2026-09-06","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3987","Add review on product","chromium","2026-09-06","passed","2026-09-06","Products","features/products/products.feature.spec.js","",""
"","2562","Verify Subscription in Cart page","chromium","2026-09-06","passed","2026-09-06","Home","features/home/home.feature.spec.js","",""
"","2687","Register user with existing email","chromium","2026-09-06","passed","2026-09-06","Register","features/register/register.feature.spec.js","",""
